EVENTO,TIPO_EVENTO,CONTRATO,APELIDO,DESCRICAO,QUANTIDADE,
496,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Webcam,"Webcam Full HD (1080p), 2MP, USB Plug & Play, microfone embutido.",3.450,"R$  23,3200"
496,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Multifuncional,"Multifuncional Jato de Tinta A4 com Bulk Ink, Wi-Fi.",3.450,"R$  76,6000"
436,ADITIVO DE QUANTIDADE E PRAZO,ISG - HELV - 96210-20,MICRO TIPO II,MICRODESKTOP I5,80,"R$  139,0000"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO I,Notebook I7,12,"R$  534,7100"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO II,Notebook I5,54,"R$  344,7500"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO III,Notebook I3,52,"R$  270,3900"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO IV,"Pentium ou AMD, 4GB RAM, HD 320GB/120GB SSD.",50,"R$  182,2900"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO I,Notebook I7,14,"R$  387,3600"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO II,Notebook I5,440,"R$  221,7800"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO III,Notebook I3,58,"R$  173,9300"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO IV,"Desktop Pentium ou AMD, 4GB RAM, HD 320GB/120GB SSD.",100,"R$  177,7300"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO V,All in one I7,4,"R$  638,0100"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO VI,All in one Celeron,2,"R$  290,1400"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO VII,"Servidor 3.7ghz, 16GB RAM, 2 HD 1TB, Raid.",1,"R$  470,9100"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Impressora TIPO I,"Multifuncional laser monocromática A4, mín. 30ppm.",256,"R$  286,3400"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Impressora TIPO II,"Impressora laser monocromática A4, mín. 30ppm.",20,"R$  234,7000"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Impressora TIPO III,Multifuncional jato de tinta A4 com Bulk Ink.,54,"R$  148,1100"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Scanner Tipo II,Scanner de mesa A4 mínimo 40PPM duplex.,4,"R$  201,7300"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Datashow Tipo I,Datashow mínimo 2500 lumens.,4,"R$  181,1700"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo I,Switch 48 portas gerenciável.,4,"R$  283,8900"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo IV,Switch 8 Portas.,24,"R$  13,4200"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo V,Repetidor Wifi Amplificador de Sinal.,4,"R$  36,6500"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo VI,Access point indoor banda dupla mín. 1750 Mbps.,14,"R$  91,1800"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo IX,HD Externo portátil 2TB.,6,"R$  29,2300"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo XI,No break 1200 VA.,7,"R$  63,8000"
500,CADASTRO,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo XII,No break 700 VA.,8,"R$  41,9500"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO I,Notebook I7,15,"R$  534,7100"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO II,Notebook I5,67,"R$  344,7500"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO III,Notebook I3,65,"R$  270,3900"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Notebook TIPO IV,"Pentium ou AMD, 4GB RAM, HD 320GB/120GB SSD.",62,"R$  182,2900"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO I,Notebook I7,17,"R$  387,3600"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO II,Notebook I5,550,"R$  221,7800"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO III,Notebook I3,72,"R$  173,9300"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO IV,"Desktop Pentium ou AMD, 4GB RAM, HD 320GB/120GB SSD.",125,"R$  177,7300"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO V,All in one I7,5,"R$  638,0100"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO VI,All in one Celeron,2,"R$  290,1400"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Micro TIPO VII,"Servidor 3.7ghz, 16GB RAM, 2 HD 1TB, Raid.",1,"R$  470,9100"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Impressora TIPO I,"Multifuncional laser monocromática A4, mín. 30ppm.",320,"R$  286,3400"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Impressora TIPO II,"Impressora laser monocromática A4, mín. 30ppm.",25,"R$  234,7000"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Impressora TIPO III,Multifuncional jato de tinta A4 com Bulk Ink.,67,"R$  148,1100"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Scanner Tipo II,Scanner de mesa A4 mínimo 40PPM duplex.,5,"R$  201,7300"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Datashow Tipo I,Datashow mínimo 2500 lumens.,5,"R$  181,1700"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo I,Switch 48 portas gerenciável.,5,"R$  283,8900"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo IV,Switch 8 Portas.,30,"R$  13,4200"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo V,Repetidor Wifi Amplificador de Sinal.,5,"R$  36,6500"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo VI,Access point indoor banda dupla mín. 1750 Mbps.,17,"R$  91,1800"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo IX,HD Externo portátil 2TB.,7,"R$  29,2300"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo XI,No break 1200 VA.,8,"R$  63,8000"
504,ADITIVO DE QUANTIDADE,"PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Comp. Tipo XII,No break 700 VA.,10,"R$  41,9500"
437,ADITIVO DE PRAZO,ISG - HELV - 96210-20,MICRO TIPO II,MICRODESKTOP I5,80,"R$  139,0000"
438,ADITIVO DE PRAZO,ISG - HELV - 96210-20,MICRO TIPO II,MICRODESKTOP I5,80,"R$  139,0000"
440,ADITIVO DE PRAZO,ISG - HELV - 96210-20,MICRO TIPO II,MICRODESKTOP I5,80,"R$  139,0000"
441,ADITIVO DE PRAZO,ISG - HELV - 96210-20,MICRO TIPO II,MICRODESKTOP I5,80,"R$  139,0000"
505,CADASTRO,ISG - HELV - 102150-21,NO BREAK 3000VA,,2,"R$  249,0000"
505,CADASTRO,ISG - HELV - 102150-21,NO BREAK 2200VA OU SUPERIOR,,1,"R$  168,0000"
506,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 3000VA,,2,"R$  249,0000"
506,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 2200VA OU SUPERIOR,,1,"R$  168,0000"
507,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 3000VA,,2,"R$  249,0000"
507,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 2200VA OU SUPERIOR,,1,"R$  168,0000"
508,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 3000VA,,2,"R$  249,0000"
508,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 2200VA OU SUPERIOR,,1,"R$  168,0000"
509,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 3000VA,,2,"R$  249,0000"
509,ADITIVO DE PRAZO,ISG - HELV - 102150-21,NO BREAK 2200VA OU SUPERIOR,,1,"R$  168,0000"
510,CADASTRO,ISG - HGWA,IMPRESSORA TÉRMICA DE ETIQUETA MONOCROMÁTICA,ZEBRA ZD220,6,"R$  97,0000"
511,CADASTRO,TOP TRANSPORTES,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,1,"R$  90,0000"
512,ADITIVO DE PRAZO,TOP TRANSPORTES,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,1,"R$  90,0000"
513,ADITIVO DE PRAZO,TOP TRANSPORTES,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,1,"R$  90,0000"
514,ADITIVO DE PRAZO,TOP TRANSPORTES,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,1,"R$  90,0000"
515,ADITIVO DE PRAZO,TOP TRANSPORTES,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,1,"R$  90,0000"
516,CADASTRO,ANA KALINCA,IMPRESSORA LASER MONOCROMÁTICA,,1,"R$  150,0000"
517,ADITIVO DE PRAZO,ANA KALINCA,IMPRESSORA LASER MONOCROMÁTICA,,1,"R$  150,0000"
518,ADITIVO DE PRAZO,ANA KALINCA,IMPRESSORA LASER MONOCROMÁTICA,,1,"R$  150,0000"
519,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Notebook TIPO I,Notebook I7,7,"R$  534,7100"
519,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Micro TIPO I,Notebook I7,8,"R$  387,3600"
519,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Impressora TIPO I,"Multifuncional laser monocromática A4, mín. 30ppm.",3,"R$  286,3400"
519,CADASTRO,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Impressora TIPO III,Multifuncional jato de tinta A4 com Bulk Ink.,4,"R$  148,1100"
520,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Notebook TIPO I,Notebook I7,9,"R$  534,7100"
520,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Micro TIPO I,Notebook I7,10,"R$  387,3600"
520,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Impressora TIPO I,"Multifuncional laser monocromática A4, mín. 30ppm.",3,"R$  286,3400"
520,ADITIVO DE QUANTIDADE,PREFEITURA MUNICIPAL DE CAUCAIA - SECRETARIA DE SEGURANÇA PÚBLICA DE CAUCAIA,Impressora TIPO III,Multifuncional jato de tinta A4 com Bulk Ink.,5,"R$  148,1100"
525,CADASTRO,EsPCEx,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,2,
525,CADASTRO,EsPCEx,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,
526,ADITIVO DE REAJUSTE E PRAZO,EsPCEx,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,2,
526,ADITIVO DE REAJUSTE E PRAZO,EsPCEx,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,
527,ADITIVO DE REAJUSTE E PRAZO,EsPCEx,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,2,
527,ADITIVO DE REAJUSTE E PRAZO,EsPCEx,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,
528,CADASTRO,FUNASA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,7,
528,CADASTRO,FUNASA,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,
529,ADITIVO DE PRAZO,FUNASA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,7,
529,ADITIVO DE PRAZO,FUNASA,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,
530,ADITIVO DE PRAZO,FUNASA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,7,
530,ADITIVO DE PRAZO,FUNASA,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,
531,CADASTRO,20º RCB,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,4,"R$  700,0000"
531,CADASTRO,20º RCB,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,"R$  1.020,0000"
532,ADITIVO DE REAJUSTE E PRAZO,20º RCB,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,,4,"R$  760,8000"
532,ADITIVO DE REAJUSTE E PRAZO,20º RCB,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,"R$  1.107,5300"
533,CADASTRO,COREN DF,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS M3655IDN,6,
533,CADASTRO,COREN DF,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,KYOCERA ECOSYS M6630CIDN,2,
534,APOSTILAMENTO,COREN DF,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS M3655IDN,6,
534,APOSTILAMENTO,COREN DF,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,KYOCERA ECOSYS M6630CIDN,2,
535,APOSTILAMENTO,COREN DF,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS M3655IDN,6,
535,APOSTILAMENTO,COREN DF,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,KYOCERA ECOSYS M6630CIDN,2,
536,CADASTRO,PRIMEIRO CENTRO INTEGRADO DE DEFESA AÉREA E CONTROLE DE TRÁFEGO AÉREO - CINDACT 1,Multifuncional P&B - Tipo I,KYOCERA ECOSYS M3145idn,7,
537,CADASTRO,CRN1 DF,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,,2,"R$  240,8300"
538,CADASTRO,CENTRO DE LANÇAMENTO DE ALCÂNTARA - CLA,Monocromática,KYOCERA ECOSYS MA5500IFX + OPCIONAIS 2GB RAM,45,
538,CADASTRO,CENTRO DE LANÇAMENTO DE ALCÂNTARA - CLA,Policromática,KYOCERA TASKALFA 358CI,7,
540,CADASTRO,CISNORDESTE,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,,1,"R$  179,0000"
541,ADITIVO DE PRAZO,CISNORDESTE,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,,1,"R$  179,0000"
542,APOSTILAMENTO,CISNORDESTE,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,,1,"R$  187,6500"
543,CADASTRO,CREF,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,EPSON WF C5890,1,
543,CADASTRO,CREF,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS M2040DN,2,
545,CADASTRO,"PREFEITURA MUNICIPAL DE TAUÁ - SECRETARIA DE DIREITOS HUMANOS, CIDADANIA E DIVERSIDADE",IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,KYOCERA,2,"R$  265,0000"
545,CADASTRO,"PREFEITURA MUNICIPAL DE TAUÁ - SECRETARIA DE DIREITOS HUMANOS, CIDADANIA E DIVERSIDADE",IMPRESSORA MULTIFUNCIONAL JATO DE TINTA - PÁGINAS A4,CANON,4,"R$  207,0000"
551,CADASTRO,SECRETARIA EXTRAORDINÁRIA DE REPRESENTAÇÃO DO GOVERNO DO ESTADO DO AMAPÁ EM BRASÍLIA – SEAB,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS MA4500IX,2,
551,CADASTRO,SECRETARIA EXTRAORDINÁRIA DE REPRESENTAÇÃO DO GOVERNO DO ESTADO DO AMAPÁ EM BRASÍLIA – SEAB,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,EPSON WF-C5890,1,
552,ADITIVO DE QUANTIDADE,SECRETARIA EXTRAORDINÁRIA DE REPRESENTAÇÃO DO GOVERNO DO ESTADO DO AMAPÁ EM BRASÍLIA – SEAB,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS MA4500IX,2,
552,ADITIVO DE QUANTIDADE,SECRETARIA EXTRAORDINÁRIA DE REPRESENTAÇÃO DO GOVERNO DO ESTADO DO AMAPÁ EM BRASÍLIA – SEAB,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,EPSON WF-C5890,2,
554,CADASTRO,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO - SDE,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,Kyocera ECOSYS M3145idn,2,"R$  208,3500"
554,CADASTRO,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO - SDE,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA A3,Kyocera ECOSYS_MA3500cix,1,"R$  1.372,0000"
554,CADASTRO,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO - SDE,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,EPSON WF-C878R,2,"R$  1.055,6500"
556,CADASTRO,MARANHÃO PARCEIRIAS - MAPA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS MA5500ifx,8,"R$  278,1200"
556,CADASTRO,MARANHÃO PARCEIRIAS - MAPA,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA A3,KYOCERA TASKalfa3554ci,2,"R$  800,0200"
559,ADITIVO DE REAJUSTE E PRAZO,MARANHÃO PARCEIRIAS - MAPA,IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS MA5500ifx,8,"R$  291,2500"
559,ADITIVO DE REAJUSTE E PRAZO,MARANHÃO PARCEIRIAS - MAPA,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA A3,KYOCERA TASKalfa3554ci,2,"R$  837,8000"
560,CADASTRO,REPRESENTAÇÃO DO MUNICÍPIO DE PALMAS - SECRETARIA MUNICIPAL DO GABINETE DO PREFEITO EM BRASILIA,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,"EPSON WF-M5899
",1,"R$  372,5000"
560,CADASTRO,REPRESENTAÇÃO DO MUNICÍPIO DE PALMAS - SECRETARIA MUNICIPAL DO GABINETE DO PREFEITO EM BRASILIA,IMPRESSORA POLICROMÁTICA,EPSON WF-C5890,1,"R$  390,0000"
561,CADASTRO,VICE-PREFEITURA DE SÃO LUIS - GAVIC,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,,1,"R$  300,0000"
561,CADASTRO,VICE-PREFEITURA DE SÃO LUIS - GAVIC,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,"R$  1.191,6600"
562,ADITIVO DE REAJUSTE E PRAZO,VICE-PREFEITURA DE SÃO LUIS - GAVIC,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,,1,"R$  308,4600"
562,ADITIVO DE REAJUSTE E PRAZO,VICE-PREFEITURA DE SÃO LUIS - GAVIC,IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,,1,"R$  1.225,2600"
563,CADASTRO,"SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS – SEMISPE",IMPRESSORA MULTIFUNCIONAL MONOCROMÁTICA,KYOCERA ECOSYS MA5500IFX,1,"R$  284,5800"
563,CADASTRO,"SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS – SEMISPE",IMPRESSORA MULTIFUNCIONAL POLICROMÁTICA,KYOCERA ECOSYS M6635CIDN + IB-36,1,"R$  594,7500"
563,CADASTRO,"SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS – SEMISPE",IMPRESSORA PLOTTER,HP DESIGNJET T250,1,"R$  1.430,4100"
563,CADASTRO,"SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS – SEMISPE","IMPRESSORA FOTOGRÁFICA, COLORIDA A3",EPSON ECOTANK L8180,1,"R$  1.038,1600"
565,CADASTRO,CÂMARA MUNICIPAL DE CASCAVEL,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA,,2,"R$  304,0000"
565,CADASTRO,CÂMARA MUNICIPAL DE CASCAVEL,IMPRESSORA MULTIFUNCIONAL JATO DE TNTA,,2,"R$  165,0000"
566,CADASTRO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−048/2024/SEMUSC,Multifuncional Colorida,Jato de tinta (Bulk Ink),3,"R$  150,0000"
566,CADASTRO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−048/2024/SEMUSC,Multifuncional Monocromática,MULT LASER,14,"R$  300,0000"
567,ADITIVO DE REAJUSTE E PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−048/2024/SEMUSC,Multifuncional Colorida,Jato de tinta (Bulk Ink),3,"R$  157,2400"
567,ADITIVO DE REAJUSTE E PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−048/2024/SEMUSC,Multifuncional Monocromática,MULT LASER,14,"R$  314,4800"
568,APOSTILAMENTO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−048/2024/SEMUSC,Multifuncional Colorida,Jato de tinta (Bulk Ink),3,"R$  157,1900"
568,APOSTILAMENTO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−048/2024/SEMUSC,Multifuncional Monocromática,MULT LASER,14,"R$  314,4900"
